model,threshold,accuracy,precision,recall,f1,roc_auc,log_loss,brier,mcc,cohen_kappa,ece,pr_auc,ks,gini,balanced_accuracy
CatBoost,0.4010979788126268,0.915174712927522,0.7671627460393663,0.8877777777777778,0.823074942055112,0.9748141680337267,0.1650705637153644,0.05312062619867689,0.7712182545003692,0.7676784142310084,0.027934619086848234,0.9313849428869166,0.8107814291510116,0.9496283360674533,0.9053907145755058
